crash_date,news_date,headline
2022-08-05,2022-07-31,McKinney Fire Becomes California’s Largest of 2022
2022-08-05,2022-07-31,Super Bowl LVII Odds: Updated Betting Lines For Every Team Heading Into 2022 NFL Season
2022-08-05,2022-07-31,Canadian Dollar Exchange Rates for 31/07/2022 (31 July 2022)
2022-08-05,2022-08-01,"Powerball Live Results for 08/01/22, Monday Jackpot Was $187 Million"
2022-08-05,2022-08-01,Android Auto requirements: Here's what you'll need in 2022 - 9to5Google
2022-08-05,2022-08-01,Powerball results for 08/01/22; jackpot worth $191 million
2022-08-05,2022-08-01,"Stock Market News Today Live: S&P 500, Dow Finish Lower to Start August - The Wall Street Journal"
2022-08-05,2022-08-01,"WWE Raw Results (08/01) – Undisputed Tag Team Match, - Wrestling Inc."
2022-08-05,2022-08-01,The Global War on Terrorism Service Medal Won't Be Handed Out to Everyone Anymore - Military.com
2022-08-05,2022-08-01,"UPDATED: USNI News Fleet and Marine Tracker: Aug. 1, 2022"
2022-08-05,2022-08-01,PGA TOUR releases full schedule for 2022-23 season
2022-08-05,2022-08-02,The Best World Whiskies: 2022 Global Spirits Masters Judging
2022-08-05,2022-08-02,Exclusive | 'Batgirl' movie gets 'shelved' by Warner Bros: source - New York Post
2022-08-05,2022-08-02,"MLB trade deadline 2022 tracker: Live updates, rumors, analysis - New York Post"
2022-08-05,2022-08-02,Mega Millions results for 08/02/22; jackpot worth $20 million
2022-08-05,2022-08-02,Robinhood lays off 23% of its employees as CEO takes 'responsibility for ambitious staffing trajectory' - TechCrunch
2022-08-05,2022-08-02,Kansas Abortion Amendment Election Results 2022 - The New York Times
2022-08-05,2022-08-02,Rising temperatures are harming trees | Here & Now
2022-08-05,2022-08-02,Entertainment News (08/02/22) - BusinessWorld Online
2022-08-05,2022-08-02,Google Assistant IFTTT integration is changing - 9to5Google
2022-08-05,2022-08-03,"What channel are the CrossFit Games on? Livestream, TV info, schedule - USA TODAY"
2022-08-05,2022-08-03,"Today’s Stock Market News: Dow, S&P 500, Nasdaq Close Higher On Earnings And Economy - The Wall Street Journal"
2022-08-05,2022-08-03,Moderna Plans $3 Billion Buyback With Covid Market Shifting
2022-08-05,2022-08-03,Starbucks to unveil its web3-based rewards program - TechCrunch
2022-08-05,2022-08-03,When will my Colorado tax rebate TABOR check arrive? - The Denver Post
2022-08-05,2022-08-03,2022 Bix Jazz Festival returns this week to Rhythm City Casino - KWQC
2022-08-05,2022-08-04,How 2022 midterms strategy could change after the Kansas abortion vote - NPR
2022-08-05,2022-08-04,EAA AirVenture Oshkosh 2022 Was Wonderfully Overwhelming
2022-08-05,2022-08-04,Arizona Results: Kari Lake wins GOP nomination for governor : Live Coverage: 2022 Primaries : NPR
2022-08-05,2022-08-04,Georgia says an ‘unborn child’ can be claimed as a dependent on state taxes - CNN
2022-08-05,2022-08-04,Mercedes driver arrested in Windsor Hills crash that killed 5 - Los Angeles Times
2022-08-05,2022-08-05,"Some of the approximately 1,000 people stranded at Death Valley National Park have left in spite of flooding - CNN"
2022-08-05,2022-08-05,US Dollar Exchange Rates for 05/08/2022 ( 5 August 2022)
2022-08-05,2022-08-05,Mega Millions results for 08/05/22; jackpot worth $36 million
2022-08-05,2022-08-05,Mega Millions $36M jackpot (08/05/22): When and how to find out if you’ve won
2022-08-05,2022-08-05,Opinion | Bill Gates: We’re on the Verge of a Remarkable Moment for Congress and the Country (Published 2022) - The New York Times
2022-08-05,2022-08-05,USS Vella Gulf Becomes First of Five Ticonderoga-Class Cruisers to Decommission This Year - USNI News
2022-09-29,2022-09-23,US Dollar Exchange Rates for 23/09/2022 (23 September 2022)
2022-09-29,2022-09-23,"5 things to know for Sept. 23: Hurricane Fiona, Ukraine, Migrants, Covid, Air travel - CNN"
2022-09-29,2022-09-23,British Pound Exchange Rates for 23/09/2022 (23 September 2022)
2022-09-29,2022-09-23,Dow hits 2022 low as markets sell off on recession fears
2022-09-29,2022-09-23,"The News Roundup For September 23, 2022 : 1A - NPR"
2022-09-29,2022-09-23,Mercury retrograde autumn 2022: How will your zodiac sign survive? - New York Post
2022-09-29,2022-09-23,"Newsweek Magazine September 23, 2022 Issue"
2022-09-29,2022-09-23,Big 12 releases 2022-23 men’s basketball conference schedule - Dallas News
2022-09-29,2022-09-24,US Dollar Exchange Rates for 24/09/2022 (24 September 2022)
2022-09-29,2022-09-24,"Daily horoscope for Sept. 24, 2022 - The Denver Post"
2022-09-29,2022-09-24,Billboard Hot 100™
2022-09-29,2022-09-24,Exchange Rates History for 24 September 2022 (24/09/2022)
2022-09-29,2022-09-25,US Dollar Exchange Rates for 25/09/2022 (25 September 2022)
2022-09-29,2022-09-25,"Full transcript of ""Face the Nation"" on Sept. 25, 2022"
2022-09-29,2022-09-25,"Transcript: National security adviser Jake Sullivan on ""Face the Nation,"" Sept. 25, 2022"
2022-09-29,2022-09-25,"The Shows: Sunday listings for Sept. 25, 2022 - POLITICO"
2022-09-29,2022-09-25,S&P 500 Hits Lowest Level of 2022 as Global Sell-off Continues
2022-09-29,2022-09-25,"Today’s famous birthdays list for September 25, 2022 includes celebrities Michael Douglas, Catherine Zeta-Jones"
2022-09-29,2022-09-25,Exchange Rates History for 25 September 2022 (25/09/2022)
2022-09-29,2022-09-26,Exchange Rates History for 26 September 2022 (26/09/2022)
2022-09-29,2022-09-26,"USNI News Fleet and Marine Tracker: Sept. 26, 2022"
2022-09-29,2022-09-26,"5 things to know for September 26: Hurricane Ian, Ukraine, NASA, Energy bills, Italy - CNN"
2022-09-29,2022-09-26,"Stock Market Today: Dow Falls 325 Points Into a Bear Market, British Pound Drops To Record Low Against the U.S. Dollar - The Wall Street Journal"
2022-09-29,2022-09-26,"Today’s famous birthdays list for September 26, 2022 includes celebrities Serena Williams, Linda Hamilton"
2022-09-29,2022-09-26,US Dollar Exchange Rates for 26/09/2022 (26 September 2022)
2022-09-29,2022-09-27,Exchange Rates History for 27 September 2022 (27/09/2022)
2022-09-29,2022-09-27,Tesla AI Day 2022: Everything You Need To Know - Forbes
2022-09-29,2022-09-27,2022 Forbes 400 Methodology: How We Crunch The Numbers
2022-09-29,2022-09-27,"Stock Market Today: Dow Loses More Than 100 Points, S&P 500 Ends Tuesday In Bear Market - The Wall Street Journal"
2022-09-29,2022-09-27,Live Updates: Category 4 Hurricane Ian churns toward Florida's west coast - CBS News
2022-09-29,2022-09-27,Do coronavirus vaccines affect periods? A new study says they do. - The Washington Post
2022-09-29,2022-09-27,"Today’s famous birthdays list for September 27, 2022 includes celebrities Gwyneth Paltrow, Anna Camp"
2022-09-29,2022-09-27,"Tech event calendar 2022: Upcoming US shows, conferences, and IT expos"
2022-09-29,2022-09-27,US Dollar Exchange Rates for 27/09/2022 (27 September 2022)
2022-09-29,2022-09-28,Exchange Rates History for 28 September 2022 (28/09/2022)
2022-09-29,2022-09-28,"Daily horoscope for Sept. 28, 2022 - The Denver Post"
2022-09-29,2022-09-28,"5 things to know for Sept. 28: Hurricane Ian, Jan. 6, Nord Stream, Immigration, NASA | CNN"
2022-09-29,2022-09-28,Hurricane Ian makes landfall in Florida with catastrophic strength: Live updates - NPR
2022-09-29,2022-09-28,"National Coffee Day 2022: Peets, Dunkin' and more"
2022-09-29,2022-09-28,"Today’s famous birthdays list for September 28, 2022 includes celebrities Naomi Watts, Hilary Duff"
2022-09-29,2022-09-28,"Mega Millions Numbers for 09/20/2022, Tuesday Jackpot Was $277 Million"
2022-09-29,2022-09-28,Will the Marines be the only branch to reach 2022 recruitment numbers?
2022-09-29,2022-09-28,Live Powerball numbers for 09/28/22; jackpot worth $300 million
2022-09-29,2022-09-28,How Americans’ views of China changed from 2020 to 2022 - Pew Research Center
2022-09-29,2022-09-28,US Dollar Exchange Rates for 28/09/2022 (28 September 2022)
2022-09-29,2022-09-29,Exchange Rates History for 29 September 2022 (29/09/2022)
2022-09-29,2022-09-29,"The Best New Movies And Shows On Netflix Today: September 29, 2022"
2022-09-29,2022-09-29,Stock Market News Today: Dow Slides Over 400 Points; Bond Selloff Resumes - The Wall Street Journal
2022-09-29,2022-09-29,"Weekly News Quiz: September 29, 2022 - CNN"
2022-09-29,2022-09-29,Latinos and the 2022 midterm elections - Pew Research Center
2022-09-29,2022-09-29,"Mortgage rates surge, closing in on 7% | CNN Business"
2022-09-29,2022-09-29,"Daily horoscope for Sept. 29, 2022 - The Denver Post"
2022-09-29,2022-09-29,All the new movies and TV shows streaming in October 2022 - Boston.com
2022-09-29,2022-09-29,US Dollar Exchange Rates for 29/09/2022 (29 September 2022)
2022-10-03,2022-09-27,Exchange Rates History for 27 September 2022 (27/09/2022)
2022-10-03,2022-09-27,Tesla AI Day 2022: Everything You Need To Know - Forbes
2022-10-03,2022-09-27,2022 Forbes 400 Methodology: How We Crunch The Numbers
2022-10-03,2022-09-27,"Stock Market Today: Dow Loses More Than 100 Points, S&P 500 Ends Tuesday In Bear Market - The Wall Street Journal"
2022-10-03,2022-09-27,Live Updates: Category 4 Hurricane Ian churns toward Florida's west coast - CBS News
2022-10-03,2022-09-27,Do coronavirus vaccines affect periods? A new study says they do. - The Washington Post
2022-10-03,2022-09-27,"Today’s famous birthdays list for September 27, 2022 includes celebrities Gwyneth Paltrow, Anna Camp"
2022-10-03,2022-09-27,"Tech event calendar 2022: Upcoming US shows, conferences, and IT expos"
2022-10-03,2022-09-27,US Dollar Exchange Rates for 27/09/2022 (27 September 2022)
2022-10-03,2022-09-28,Exchange Rates History for 28 September 2022 (28/09/2022)
2022-10-03,2022-09-28,"Daily horoscope for Sept. 28, 2022 - The Denver Post"
2022-10-03,2022-09-28,"5 things to know for Sept. 28: Hurricane Ian, Jan. 6, Nord Stream, Immigration, NASA | CNN"
2022-10-03,2022-09-28,Hurricane Ian makes landfall in Florida with catastrophic strength: Live updates - NPR
2022-10-03,2022-09-28,"National Coffee Day 2022: Peets, Dunkin' and more"
2022-10-03,2022-09-28,"Today’s famous birthdays list for September 28, 2022 includes celebrities Naomi Watts, Hilary Duff"
2022-10-03,2022-09-28,"Mega Millions Numbers for 09/20/2022, Tuesday Jackpot Was $277 Million"
2022-10-03,2022-09-28,Will the Marines be the only branch to reach 2022 recruitment numbers?
2022-10-03,2022-09-28,Live Powerball numbers for 09/28/22; jackpot worth $300 million
2022-10-03,2022-09-28,How Americans’ views of China changed from 2020 to 2022 - Pew Research Center
2022-10-03,2022-09-28,US Dollar Exchange Rates for 28/09/2022 (28 September 2022)
2022-10-03,2022-09-29,Exchange Rates History for 29 September 2022 (29/09/2022)
2022-10-03,2022-09-29,"The Best New Movies And Shows On Netflix Today: September 29, 2022"
2022-10-03,2022-09-29,Stock Market News Today: Dow Slides Over 400 Points; Bond Selloff Resumes - The Wall Street Journal
2022-10-03,2022-09-29,"Weekly News Quiz: September 29, 2022 - CNN"
2022-10-03,2022-09-29,Latinos and the 2022 midterm elections - Pew Research Center
2022-10-03,2022-09-29,"Mortgage rates surge, closing in on 7% | CNN Business"
2022-10-03,2022-09-29,"Daily horoscope for Sept. 29, 2022 - The Denver Post"
2022-10-03,2022-09-29,All the new movies and TV shows streaming in October 2022 - Boston.com
2022-10-03,2022-09-29,US Dollar Exchange Rates for 29/09/2022 (29 September 2022)
2022-10-03,2022-09-30,Exchange Rates History for 30 September 2022 (30/09/2022)
2022-10-03,2022-09-30,"The News Roundup For September 30, 2022 : 1A - NPR"
2022-10-03,2022-09-30,"The Best New Movies And Shows On Netflix Today: September 30, 2022"
2022-10-03,2022-09-30,How to watch Tesla AI Day 2022 - TechCrunch
2022-10-03,2022-09-30,Dow suffers worst month since March 2020 | CNN Business
2022-10-03,2022-09-30,Tesla AI Day 2022: Watch and get all the news - Electrek
2022-10-03,2022-09-30,"Mega Millions Numbers for 09/20/2022, Tuesday Jackpot Was $277 Million"
2022-10-03,2022-09-30,What Is Really Driving ‘Inflation’ Today - Forbes
2022-10-03,2022-09-30,US Dollar Exchange Rates for 30/09/2022 (30 September 2022)
2022-10-03,2022-10-01,What is Halloween 2022? Here's what day of the week it is this year.
2022-10-03,2022-10-02,US Dollar Exchange Rates for 10/02/2022 (10 February 2022)
2022-10-03,2022-10-02,2022 Porsche Macan S Stands For Sweet
2022-10-03,2022-10-02,Beijing 2022 Winter Olympics Day 6: medal count by country | news summary 10 February - AS USA
2022-10-03,2022-10-02,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-10-03,2022-10-02,2022 Land Rover Defender 90 V8 review | WUWM 89.7 FM - Milwaukee's NPR
2022-10-03,2022-10-03,California experiences driest three years ever recorded - Los Angeles Times
2022-10-03,2022-10-03,"Forbes Under 30 Summit 2022: Founders And Creators From Megan Thee Stallion To Hailey Bieber Take The Stage To Talk Entrepreneurship, Mental Health And More"
2022-10-03,2022-10-03,Powerball drawing 10-3-2022: Jackpot up to $336 million - Cincinnati Enquirer
2022-10-03,2022-10-03,"Turnout in 2022 House midterms declined from 2018 high, final official returns show - Pew Research Center"
2022-10-03,2022-10-03,"At NYU, Students Were Failing Organic Chemistry. Whose Fault Was It? - The New York Times"
2022-10-07,2022-10-01,What is Halloween 2022? Here's what day of the week it is this year.
2022-10-07,2022-10-02,US Dollar Exchange Rates for 10/02/2022 (10 February 2022)
2022-10-07,2022-10-02,2022 Porsche Macan S Stands For Sweet
2022-10-07,2022-10-02,Beijing 2022 Winter Olympics Day 6: medal count by country | news summary 10 February - AS USA
2022-10-07,2022-10-02,"Oil companies' 2022 profits: How much did Exxon, BP and more make? - USA TODAY"
2022-10-07,2022-10-02,2022 Land Rover Defender 90 V8 review | WUWM 89.7 FM - Milwaukee's NPR
2022-10-07,2022-10-03,California experiences driest three years ever recorded - Los Angeles Times
2022-10-07,2022-10-03,"Forbes Under 30 Summit 2022: Founders And Creators From Megan Thee Stallion To Hailey Bieber Take The Stage To Talk Entrepreneurship, Mental Health And More"
2022-10-07,2022-10-03,Powerball drawing 10-3-2022: Jackpot up to $336 million - Cincinnati Enquirer
2022-10-07,2022-10-03,"Turnout in 2022 House midterms declined from 2018 high, final official returns show - Pew Research Center"
2022-10-07,2022-10-03,"At NYU, Students Were Failing Organic Chemistry. Whose Fault Was It? - The New York Times"
2022-10-07,2022-10-04,National Book Awards 2022: Full list of nominated authors - NPR
2022-10-07,2022-10-04,How to watch the 2022 BET Hip Hop Awards
2022-10-07,2022-10-04,Powerball numbers for 10/3/22: Lottery results for $336M jackpot - IndyStar
2022-10-07,2022-10-04,"CEOs are preparing for a recession, and they don’t think it will be short"
2022-10-07,2022-10-04,Live Mega Millions numbers for 10/04/22; jackpot worth $380 million
2022-10-07,2022-10-04,Nobel Prize in Physics Is Awarded to 3 Scientists for Work Exploring Quantum Weirdness (Published 2022) - The New York Times
2022-10-07,2022-10-04,"It's official, Elon Musk is buying Twitter | TechCrunch"
2022-10-07,2022-10-04,Opinion | The Failed Quest for Community Mental Health Centers in the U.S. - The New York Times
2022-10-07,2022-10-05,US Dollar Exchange Rates for 05/10/2022 ( 5 October 2022)
2022-10-07,2022-10-05,Live Powerball numbers for 10/05/22; jackpot worth $353 million
2022-10-07,2022-10-05,Powerball results for 10/05/22; did anyone win the $354 million jackpot?
2022-10-07,2022-10-05,Share of Americans who go ‘cashless’ in typical week continues to grow - Pew Research Center
2022-10-07,2022-10-05,"Powerball numbers for October 5, 2022, Wednesday's jackpot was $353 million - Newsweek"
2022-10-07,2022-10-06,"MLB Attendance For 2022 Down Nearly 6% From 2019, Last Year Before The Pandemic"
2022-10-07,2022-10-07,Exchange Rates History for 10 July 2022 (10/07/2022)
2022-10-07,2022-10-07,‘Hellraiser’ 2022 Ending Explained: A New Cenobite Is Born
2022-10-07,2022-10-07,How to Watch MLB Playoffs 2022 Live Online Without Cable - Decider
2022-10-07,2022-10-07,"Newsweek Magazine October 07, 2022 Issue"
2022-10-07,2022-10-07,Countdown: The Top 10 Songs of 2022 : All Songs Considered
2022-10-07,2022-10-07,US Dollar Exchange Rates for 10/07/2022 (10 July 2022)
2022-10-14,2022-10-08,US Dollar Exchange Rates for 10/08/2022 (10 August 2022)
2022-10-14,2022-10-08,Australian Dollar Exchange Rates for 10/08/2022 (10 August 2022)
2022-10-14,2022-10-09,US Dollar Exchange Rates for 10/09/2022 (10 September 2022)
2022-10-14,2022-10-09,2022 extended filing tax deadline is here: what you need to know - USA TODAY
2022-10-14,2022-10-09,Argentine Peso Exchange Rates for 10/09/2022 (10 September 2022)
2022-10-14,2022-10-09,Today’s news in 10 minutes - CNN
2022-10-14,2022-10-10,Japanese Yen Exchange Rates for 10/10/2022 (10 October 2022)
2022-10-14,2022-10-10,The 2022 midterms are the most important of my lifetime
2022-10-14,2022-10-10,Moroccan Dirham Exchange Rates for 10/10/2022 (10 October 2022)
2022-10-14,2022-10-10,Is Home Depot open on Columbus Day 2022? - nj.com
2022-10-14,2022-10-10,Is Kohl’s open on Columbus Day 2022? - nj.com
2022-10-14,2022-10-10,"GM Stock Value Slips 2 Percent Week Of Oct 10 - Oct 14, 2022 - GM Authority"
2022-10-14,2022-10-11,US Dollar Exchange Rates for 10/11/2022 (10 November 2022)
2022-10-14,2022-10-11,"Windows 11 2022 Update Now Available To All... Well, Almost All - Forbes"
2022-10-14,2022-10-11,Windows 11’s 2022 Update has something new for everyone
2022-10-14,2022-10-11,Windows 11 2022 Update arrives with a feature we didn't expect - PCWorld
2022-10-14,2022-10-11,"How bad the 2022 election was for the GOP, historically speaking"
2022-10-14,2022-10-11,Mega Millions drawing 10-11-2022: Check winning lottery numbers - Cincinnati Enquirer
2022-10-14,2022-10-11,Windows 11 2022 Update: the best new features to try out today
2022-10-14,2022-10-11,"The Windows 11 2022 update is here, but should you care? - Engadget"
2022-10-14,2022-10-12,2022 U.S. National Security Strategy - USNI News
2022-10-14,2022-10-12,"List of the 2022 MacArthur Fellows, winners of ""genius grants"" : NPR"
2022-10-14,2022-10-12,The 2022 Living Planet Index Is Out. Here’s How to Understand It. - The New York Times
2022-10-14,2022-10-13,US Dollar Exchange Rates for 13/10/2022 (13 October 2022)
2022-10-14,2022-10-13,IRS Waives Some Penalties On Inherited IRAs - Forbes
2022-10-14,2022-10-13,"Saints at Steelers Week 10 Game Center - November 13, 2022 - New Orleans Saints"
2022-10-14,2022-10-13,Today’s news in 10 minutes - CNN
2022-10-14,2022-10-13,These 6 members of the Jan. 6 committee are up for reelection in 2022 - NPR
2022-10-14,2022-10-13,"Daily horoscope for October 13, 2022 - The Denver Post"
2022-10-14,2022-10-13,How harsh will winter be? Six organizations issue forecasts.
2022-10-14,2022-10-14,Exchange Rates History for 14 October 2022 (14/10/2022)
2022-10-14,2022-10-14,"Mega Millions lottery: Did you win Friday’s $494M Mega Millions drawing? Winning numbers, live results (10/14/22)"
2022-10-14,2022-10-14,"Newsweek Magazine October 14, 2022 Issue"
2022-10-14,2022-10-14,"Colorado snow totals for Nov. 14-15, 2022 - The Denver Post"
2022-10-14,2022-10-14,US Dollar Exchange Rates for 14/10/2022 (14 October 2022)
2022-10-20,2022-10-14,Exchange Rates History for 14 October 2022 (14/10/2022)
2022-10-20,2022-10-14,"Mega Millions lottery: Did you win Friday’s $494M Mega Millions drawing? Winning numbers, live results (10/14/22)"
2022-10-20,2022-10-14,"Newsweek Magazine October 14, 2022 Issue"
2022-10-20,2022-10-14,"Colorado snow totals for Nov. 14-15, 2022 - The Denver Post"
2022-10-20,2022-10-14,US Dollar Exchange Rates for 14/10/2022 (14 October 2022)
2022-10-20,2022-10-15,US Dollar Exchange Rates for 15/10/2022 (15 October 2022)
2022-10-20,2022-10-15,"The top 10 Democratic presidential candidates for 2024, ranked"
2022-10-20,2022-10-15,"The Best New Movies And Shows On Netflix Today: October 15, 2022"
2022-10-20,2022-10-15,"Daily horoscope for October 15, 2022 - The Denver Post"
2022-10-20,2022-10-15,"The Shows: Sunday listings for Oct. 16, 2022 - POLITICO"
2022-10-20,2022-10-15,"Powerball lottery: Did you win Saturday’s $454M Powerball drawing? Winning numbers, live results (10/15/2022)"
2022-10-20,2022-10-15,Exchange Rates History for 15 October 2022 (15/10/2022)
2022-10-20,2022-10-16,US Dollar Exchange Rates for 16/10/2022 (16 October 2022)
2022-10-20,2022-10-16,2022 extended filing tax deadline is here: what you need to know - USA TODAY
2022-10-20,2022-10-16,Key facts about U.S. voter priorities ahead of the 2022 midterm elections - Pew Research Center
2022-10-20,2022-10-16,"Midterm Voting Intentions Are Divided, Economic Gloom Persists"
2022-10-20,2022-10-17,Exchange Rates History for 17 October 2022 (17/10/2022)
2022-10-20,2022-10-17,Powerball drawing 10-17-22: Check tonight's winning lottery numbers - Cincinnati Enquirer
2022-10-20,2022-10-17,Today’s news in 10 minutes - CNN
2022-10-20,2022-10-17,"Daily horoscope for October 17, 2022 - The Denver Post"
2022-10-20,2022-10-17,Sri Lankan author Shehan Karunatilaka wins 2022 Booker Prize
2022-10-20,2022-10-17,2022 NCAA fall sports championship schedule
2022-10-20,2022-10-17,US Dollar Exchange Rates for 17/10/2022 (17 October 2022)
2022-10-20,2022-10-18,"Mega Millions Numbers for 10/18/2022, Tuesday Jackpot Was $20 Million"
2022-10-20,2022-10-18,US Dollar Exchange Rates for 18/10/2022 (18 October 2022)
2022-10-20,2022-10-18,"Mega Millions lottery: Did you win Tuesday’s $20M Mega Millions drawing? Winning numbers, live results (10/18/22)"
2022-10-20,2022-10-18,"Most popular Halloween costumes of 2022, according to Google Trends - USA TODAY"
2022-10-20,2022-10-18,Today’s news in 10 minutes - CNN
2022-10-20,2022-10-18,Up to 18 inches of snow reported so far; Here’s how much winter stuff has fallen - mlive
2022-10-20,2022-10-18,Exchange Rates History for 18 October 2022 (18/10/2022)
2022-10-20,2022-10-19,US Dollar Exchange Rates for 19/10/2022 (19 October 2022)
2022-10-20,2022-10-19,"Daily horoscope for October 19, 2022 - The Denver Post"
2022-10-20,2022-10-19,"Powerball winning numbers drawing delayed for Wednesday, Oct. 19, 2022 - Cincinnati Enquirer"
2022-10-20,2022-10-20,US Dollar Exchange Rates for 20/10/2022 (20 October 2022)
2022-10-20,2022-10-20,"Daily horoscope for October 20, 2022 - The Denver Post"
2022-10-20,2022-10-20,Michter’s Is About To Release One Of The Rarest And Best Bourbons Of 2022
2022-10-20,2022-10-20,"October 20, 2022 - Voice of America"
2022-10-20,2022-10-20,The Orionids meteor shower is set to peak this week | CNN
2022-10-20,2022-10-20,Oil Prices 2022: Here’s What Investors Need To Know - Forbes
2022-10-20,2022-10-20,Orionid Meteor Shower 2022: How to Watch It Peak in Night Skies - The New York Times
2022-11-02,2022-10-27,Exchange Rates History for 27 October 2022 (27/10/2022)
2022-11-02,2022-10-27,Today’s news in 10 minutes - CNN
2022-11-02,2022-10-27,"Daily horoscope for October 27, 2022 - The Denver Post"
2022-11-02,2022-10-27,Democrats Debate Themselves: Why Do We Suck? - POLITICO
2022-11-02,2022-10-27,"Colorado snow totals for Oct. 27, 2022 - The Denver Post"
2022-11-02,2022-10-27,YouTube’s Streamy Awards Announce 2022 Noms
2022-11-02,2022-10-27,US Dollar Exchange Rates for 27/10/2022 (27 October 2022)
2022-11-02,2022-10-28,US Dollar Exchange Rates for 28/10/2022 (28 October 2022)
2022-11-02,2022-10-28,"GM Stock Value Up 11 Percent Week Of Oct 24 - Oct 28, 2022 - GM Authority"
2022-11-02,2022-10-28,10/28/2022: A perfect late October weekend - NEWS10 ABC
2022-11-02,2022-10-28,Cyberattacks 2022: Key Observations And Takeaways - Forbes
2022-11-02,2022-10-28,"Mega Millions lottery: Did you win Friday’s $64M Mega Millions drawing? Winning numbers, live results (10/28/22) - nj.com"
2022-11-02,2022-10-28,What's at stake in 2022 state legislative elections : NPR
2022-11-02,2022-10-28,Requests for new Twitter features have started rolling in for Elon Musk - NPR
2022-11-02,2022-10-28,"Daily Debrief for Oct 28, 2022 | ARLnow.com"
2022-11-02,2022-10-28,Exchange Rates History for 28 October 2022 (28/10/2022)
2022-11-02,2022-10-29,US Dollar Exchange Rates for 29/10/2022 (29 October 2022)
2022-11-02,2022-10-29,"The Best New Movies And Shows On Netflix Today: October 29, 2022"
2022-11-02,2022-10-29,"Powerball lottery: Did you win Saturday’s $825M Powerball drawing? Winning numbers, live results (10/29/2022) - nj.com"
2022-11-02,2022-10-29,On This Day in History - October 29th - Almanac - UPI.com
2022-11-02,2022-10-29,"Daily horoscope for October 29, 2022 - The Denver Post"
2022-11-02,2022-10-29,Powerball numbers for 10/29/22: Lottery results for $825M jackpot - IndyStar
2022-11-02,2022-10-30,4 killed in overnight shooting at Aurora house - The Denver Post
2022-11-02,2022-10-30,US Dollar Exchange Rates for 30/10/2022 (30 October 2022)
2022-11-02,2022-10-30,Today’s news in 10 minutes - CNN
2022-11-02,2022-10-30,2022 NASCAR Cup Series Championship 4 field set for Phoenix
2022-11-02,2022-10-30,"Daily horoscope for October 30, 2022 - The Denver Post"
2022-11-02,2022-10-30,Exchange Rates History for 30 October 2022 (30/10/2022)
2022-11-02,2022-10-31,Exchange Rates History for 31 October 2022 (31/10/2022)
2022-11-02,2022-10-31,Read the federal criminal complaint in the Pelosi attack
2022-11-02,2022-10-31,"Halloween Powerball numbers for Monday, 10/31/22, $1 billion jackpot - Treasure Coast News"
2022-11-02,2022-10-31,"Stock Market Today, Oct. 31, 2022: Stocks Start Week Lower"
2022-11-02,2022-10-31,10/31/2022: More treats than tricks - NEWS10 ABC
2022-11-02,2022-10-31,"Ken Jennings broke ‘Jeopardy!’ in 2004. In 2022, he helped save it."
2022-11-02,2022-10-31,"Breeders’ Cup Classic 2022: How That Nutty Long Shot Derby Winner Rich Strike Does, Actually, Have A Shot - Forbes"
2022-11-02,2022-10-31,2022 statewide football playoff brackets - Boston Herald
2022-11-02,2022-10-31,US Dollar Exchange Rates for 31/10/2022 (31 October 2022)
2022-11-02,2022-11-01,Exchange Rates History for 1 November 2022 (01/11/2022)
2022-11-02,2022-11-01,"Mega Millions Numbers for 11/01/2022, Tuesday Jackpot Was $87 Million"
2022-11-02,2022-11-01,Stock Market Today: Dow Closes Slightly Lower As Investors Await Fed Meeting Decision - The Wall Street Journal
2022-11-02,2022-11-01,Mega Millions $87M jackpot (11/01/22): When and how to find out if you’ve won
2022-11-02,2022-11-01,Revealed: The World’s Top Female Scientists In 2022 - Forbes
2022-11-02,2022-11-02,2022 iPad Pro review: World's best tablet gets M2 power boost - but not much else - AppleInsider
2022-11-02,2022-11-02,The 2022 Apple TV 4K offers solid updates to the best streamer
2022-11-02,2022-11-02,Did Democrats place a losing bet on abortion? | CNN Politics
2022-11-02,2022-11-02,"What 2022 midterm candidates tweeted about at federal, state, local level - Pew Research Center"
2022-11-02,2022-11-02,Powerball winning numbers for 11/02/22: $1.20 Billion Jackpot
2022-11-02,2022-11-02,"Mega Millions numbers for 11/01/2022, Tuesday jackpot was $87 million - Newsweek"
2022-11-02,2022-11-02,Meet The World’s Top Female-Friendly Companies 2022 - Forbes
2022-11-07,2022-11-01,Exchange Rates History for 1 November 2022 (01/11/2022)
2022-11-07,2022-11-01,"Mega Millions Numbers for 11/01/2022, Tuesday Jackpot Was $87 Million"
2022-11-07,2022-11-01,Stock Market Today: Dow Closes Slightly Lower As Investors Await Fed Meeting Decision - The Wall Street Journal
2022-11-07,2022-11-01,Mega Millions $87M jackpot (11/01/22): When and how to find out if you’ve won
2022-11-07,2022-11-01,Revealed: The World’s Top Female Scientists In 2022 - Forbes
2022-11-07,2022-11-02,2022 iPad Pro review: World's best tablet gets M2 power boost - but not much else - AppleInsider
2022-11-07,2022-11-02,The 2022 Apple TV 4K offers solid updates to the best streamer
2022-11-07,2022-11-02,Did Democrats place a losing bet on abortion? | CNN Politics
2022-11-07,2022-11-02,"What 2022 midterm candidates tweeted about at federal, state, local level - Pew Research Center"
